address,search_key,suburb,street_id,street_name,street_key,latitude,longitude
58 Park Street South Yarra,58 park street south yarra,South Yarra,960,Park Street,South Yarra|960,-37.83637649,144.98217924
58 Parkville Avenue Parkville,58 parkville avenue parkville,Parkville,119271,Parkville Avenue,Parkville|119271,-37.77886050,144.94172585
58 Parsons Street Kensington,58 parsons street kensington,Kensington,119642,Parsons Street,Kensington|119642,-37.79019950,144.93408842
58 Pasley Street South Yarra,58 pasley street south yarra,South Yarra,965,Pasley Street,South Yarra|965,-37.84228445,144.98466919
58 Pearl River Road Docklands,58 pearl river road docklands,Docklands,119108,Pearl River Road,Docklands|119108,-37.81334213,144.93693435
58 Peel Street Melbourne,58 peel street melbourne,Central City,973,Peel Street,Central City|973,-37.80744344,144.95590691
58 Pelham Street Carlton,58 pelham street carlton,Carlton,975,Pelham Street,Carlton|975,-37.80276962,144.96740064
58 Pitt Street Carlton,58 pitt street carlton,Carlton,989,Pitt Street,Carlton|989,-37.79560116,144.97138607
58 Poplar Road Parkville,58 poplar road parkville,Parkville,991,Poplar Road,Parkville|991,-37.77882693,144.94540267
58 Powlett Street East Melbourne,58 powlett street east melbourne,East Melbourne,994,Powlett Street,East Melbourne|994,-37.81468122,144.98565050
58 Provost Street North Melbourne,58 provost street north melbourne,North and West Melbourne,1002,Provost Street,North and West Melbourne|1002,-37.80181694,144.94635005
58 Queen Street Melbourne,58 queen street melbourne,Central City,1010,Queen Street,Central City|1010,-37.81730915,144.96194229
58 Queens Bridge Street Southbank,58 queens bridge street southbank,Southbank,1009,Queens Bridge Street,Southbank|1009,-37.82415439,144.96034686
58 Queensberry Street Carlton,58 queensberry street carlton,Carlton,1008,Queensberry Street,Carlton|1008,-37.80485593,144.96712570
58 QV Urban Market Melbourne,58 qv urban market melbourne,Central City,117917,QV Urban Market,Central City|117917,-37.81060266,144.96588617
58 Racecourse Road North Melbourne,58 racecourse road north melbourne,North and West Melbourne,119624,Racecourse Road,North and West Melbourne|119624,-37.78897516,144.93937529
58 Railway Place West Melbourne,58 railway place west melbourne,North and West Melbourne,1016,Railway Place,North and West Melbourne|1016,-37.80962555,144.94450153
58 Rankins Road Kensington,58 rankins road kensington,Kensington,119633,Rankins Road,Kensington|119633,-37.79060526,144.93154306
58 Rayner Lane Kensington,58 rayner lane kensington,Kensington,3231,Rayner Lane,Kensington|3231,-37.79788612,144.92018875
58 Rebecca Walk Melbourne,58 rebecca walk melbourne,Central City,119776,Rebecca Walk,Central City|119776,-37.82149962,144.95647880
58 River Esplanade Docklands,58 river esplanade docklands,Docklands,117906,River Esplanade,Docklands|117906,-37.82468593,144.94745636
58 Robertson Street Kensington,58 robertson street kensington,Kensington,119638,Robertson Street,Kensington|119638,-37.79329047,144.93452072
58 Roden Street West Melbourne,58 roden street west melbourne,North and West Melbourne,1035,Roden Street,North and West Melbourne|1035,-37.80665033,144.94907661
58 Rosslyn Street West Melbourne,58 rosslyn street west melbourne,North and West Melbourne,1038,Rosslyn Street,North and West Melbourne|1038,-37.80763364,144.95243245
58 Royal Parade Parkville,58 royal parade parkville,Parkville,1041,Royal Parade,Parkville|1041,-37.79672472,144.95826205
58 Russell Street Melbourne,58 russell street melbourne,Central City,1045,Russell Street,Central City|1045,-37.81526316,144.96940622
58 Sabre Drive Port Melbourne,58 sabre drive port melbourne,Fishermans Bend,117933,Sabre Drive,Fishermans Bend|117933,-37.82824318,144.90726890
58 Shiel Street North Melbourne,58 shiel street north melbourne,North and West Melbourne,1069,Shiel Street,North and West Melbourne|1069,-37.79625016,144.94248794
58 Siddeley Street Docklands,58 siddeley street docklands,Docklands,1072,Siddeley Street,Docklands|1072,-37.82272302,144.95217750
58 Silk Place West Melbourne,58 silk place west melbourne,North and West Melbourne,1432,Silk Place,North and West Melbourne|1432,-37.80527761,144.94591298
58 Simpson Street East Melbourne,58 simpson street east melbourne,East Melbourne,1073,Simpson Street,East Melbourne|1073,-37.81507285,144.98824254
58 Smith Street Kensington,58 smith street kensington,Kensington,119639,Smith Street,Kensington|119639,-37.79174626,144.93428663
58 South Wharf Drive Docklands,58 south wharf drive docklands,Docklands,120031,South Wharf Drive,Docklands|120031,-37.82241122,144.93760533
58 Southbank Boulevard Southbank,58 southbank boulevard southbank,Southbank,1343,Southbank Boulevard,Southbank|1343,-37.82236878,144.96344544
58 Speakmen Street Kensington,58 speakmen street kensington,Kensington,1435,Speakmen Street,Kensington|1435,-37.79424710,144.91671419
58 Spencer Street Melbourne,58 spencer street melbourne,Central City,1086,Spencer Street,Central City|1086,-37.81968919,144.95462892
58 Spring Street East Melbourne,58 spring street east melbourne,East Melbourne,1088,Spring Street,East Melbourne|1088,-37.81329319,144.97411694
58 St Kilda Road Southbank,58 st kilda road southbank,Southbank,1056,St Kilda Road,Southbank|1056,-37.82078988,144.96859836
58 St Martins Lane South Yarra,58 st martins lane south yarra,South Yarra,1058,St Martins Lane,South Yarra|1058,-37.83525172,144.98063451
58 Stanley Street West Melbourne,58 stanley street west melbourne,North and West Melbourne,1089,Stanley Street,North and West Melbourne|1089,-37.80752387,144.94996475
58 Station Street Carlton,58 station street carlton,Carlton,1092,Station Street,Carlton|1092,-37.79621529,144.97430607
58 Stawell Street West Melbourne,58 stawell street west melbourne,North and West Melbourne,117835,Stawell Street,North and West Melbourne|117835,-37.80472153,144.94271519
58 Steel Street North Melbourne,58 steel street north melbourne,North and West Melbourne,1096,Steel Street,North and West Melbourne|1096,-37.79589300,144.93704426
58 Stockmans Way Kensington,58 stockmans way kensington,Kensington,1438,Stockmans Way,Kensington|1438,-37.79196884,144.92118124
58 Story Street Parkville,58 story street parkville,Parkville,1101,Story Street,Parkville|1101,-37.79666076,144.95524395
58 Strickland Road Parkville,58 strickland road parkville,Parkville,119261,Strickland Road,Parkville|119261,-37.77621228,144.94044036
58 Stubbs Street Kensington,58 stubbs street kensington,Kensington,119628,Stubbs Street,Kensington|119628,-37.79094005,144.93552892
58 Sutton Street North Melbourne,58 sutton street north melbourne,North and West Melbourne,119626,Sutton Street,North and West Melbourne|119626,-37.79214991,144.93979188
58 Swanston Street Melbourne,58 swanston street melbourne,Central City,1114,Swanston Street,Central City|1114,-37.81611234,144.96699741
58 Tennyson Street Kensington,58 tennyson street kensington,Kensington,1119,Tennyson Street,Kensington|1119,-37.79850719,144.92903267
58 The Avenue Parkville,58 the avenue parkville,Parkville,405,The Avenue,Parkville|405,-37.78677730,144.95711973
58 The Crescent Kensington,58 the crescent kensington,Kensington,1439,The Crescent,Kensington|1439,-37.79464930,144.91901195
58 The Ridgeway Kensington,58 the ridgeway kensington,Kensington,1030,The Ridgeway,Kensington|1030,-37.79485199,144.92460708
58 Therry Street Melbourne,58 therry street melbourne,Central City,1120,Therry Street,Central City|1120,-37.80715160,144.95940042
58 Turner Street Port Melbourne,58 turner street port melbourne,Fishermans Bend,1380,Turner Street,Fishermans Bend|1380,-37.82393341,144.92474832
58 University Street Carlton,58 university street carlton,Carlton,1145,University Street,Carlton|1145,-37.79939953,144.96787975
58 Vale Street South East Melbourne,58 vale street south east melbourne,East Melbourne,1148,Vale Street South,East Melbourne|1148,-37.81917993,144.98787352
58 Victoria Parade East Melbourne,58 victoria parade east melbourne,East Melbourne,1151,Victoria Parade,East Melbourne|1151,-37.80828099,144.97374240
58 Victoria Street Carlton,58 victoria street carlton,Carlton,1152,Victoria Street,Carlton|1152,-37.80688289,144.96626155
58 Village Street Docklands,58 village street docklands,Docklands,117946,Village Street,Docklands|117946,-37.81958219,144.94983336
58 Villiers Street North Melbourne,58 villiers street north melbourne,North and West Melbourne,1154,Villiers Street,North and West Melbourne|1154,-37.79917459,144.95375462
58 Wakefield Street Kensington,58 wakefield street kensington,Kensington,3166,Wakefield Street,Kensington|3166,-37.79772967,144.91960957
58 Walsh Street South Yarra,58 walsh street south yarra,South Yarra,1155,Walsh Street,South Yarra|1155,-37.83663854,144.98509677
58 Walsh Street West Melbourne,58 walsh street west melbourne,North and West Melbourne,1156,Walsh Street,North and West Melbourne|1156,-37.80833082,144.95268748
58 Waterfront Way Docklands,58 waterfront way docklands,Docklands,119758,Waterfront Way,Docklands|119758,-37.81277610,144.93900771
58 Wellington Parade East Melbourne,58 wellington parade east melbourne,East Melbourne,1169,Wellington Parade,East Melbourne|1169,-37.81659915,144.98836112
58 Wells Street Southbank,58 wells street southbank,Southbank,1352,Wells Street,Southbank|1352,-37.82693898,144.96877583
58 Westbourne Road Kensington,58 westbourne road kensington,Kensington,1173,Westbourne Road,Kensington|1173,-37.79256356,144.92303708
58 Whiteman Street Southbank,58 whiteman street southbank,Southbank,1344,Whiteman Street,Southbank|1344,-37.82471486,144.95773766
58 William Street Melbourne,58 william street melbourne,Central City,1179,William Street,Central City|1179,-37.81804078,144.95947711
58 Willis Street Kensington,58 willis street kensington,Kensington,1442,Willis Street,Kensington|1442,-37.79357549,144.91849371
58 Wirraway Drive Port Melbourne,58 wirraway drive port melbourne,Fishermans Bend,3252,Wirraway Drive,Fishermans Bend|3252,-37.82551339,144.90870894
58 Wolseley Parade Kensington,58 wolseley parade kensington,Kensington,1186,Wolseley Parade,Kensington|1186,-37.79658839,144.92858981
58 Woodruff Street Kensington,58 woodruff street kensington,Kensington,1310,Woodruff Street,Kensington|1310,-37.79129702,144.92333269
58 Wreckyn Street North Melbourne,58 wreckyn street north melbourne,North and West Melbourne,1189,Wreckyn Street,North and West Melbourne|1189,-37.79995785,144.95489432
580 Bourke Street Melbourne,580 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81600494,144.95656762
580 Collins Street Melbourne,580 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81857652,144.95536374
580 Elizabeth Street Melbourne,580 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.80477235,144.95916966
580 Flinders Lane Melbourne,580 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81985678,144.95513597
580 Flinders Street Melbourne,580 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.82086845,144.95519716
580 Footscray Road West Melbourne,580 footscray road west melbourne,North and West Melbourne,640,Footscray Road,North and West Melbourne|640,-37.80759539,144.91978983
580 Little Bourke Street Melbourne,580 little bourke street melbourne,Central City,809,Little Bourke Street,Central City|809,-37.81541894,144.95507384
580 Little Collins Street Melbourne,580 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81746401,144.95552079
580 Little Lonsdale Street Melbourne,580 little lonsdale street melbourne,Central City,825,Little Lonsdale Street,Central City|825,-37.81397958,144.95233676
580 Lonsdale Street Melbourne,580 lonsdale street melbourne,Central City,803,Lonsdale Street,Central City|803,-37.81416670,144.95523002
580 Lorimer Street Port Melbourne,580 lorimer street port melbourne,Fishermans Bend,1370,Lorimer Street,Fishermans Bend|1370,-37.82157949,144.91564499
580 Lygon Street Carlton,580 lygon street carlton,Carlton,840,Lygon Street,Carlton|840,-37.79290823,144.96845273
580 Queensberry Street North Melbourne,580 queensberry street north melbourne,North and West Melbourne,1008,Queensberry Street,North and West Melbourne|1008,-37.80273140,144.94791291
580 Spencer Street West Melbourne,580 spencer street west melbourne,North and West Melbourne,1086,Spencer Street,North and West Melbourne|1086,-37.80690625,144.94690022
580 Swanston Street Carlton,580 swanston street carlton,Carlton,1114,Swanston Street,Carlton|1114,-37.80312847,144.96368666
580 Victoria Parade East Melbourne,580 victoria parade east melbourne,East Melbourne,1151,Victoria Parade,East Melbourne|1151,-37.81012410,144.99066759
580 Victoria Street North Melbourne,580 victoria street north melbourne,North and West Melbourne,1152,Victoria Street,North and West Melbourne|1152,-37.80473411,144.94685727
581 Bourke Street Melbourne,581 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81630834,144.95650656
581 Collins Street Melbourne,581 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81884884,144.95541797
581 Elizabeth Street Melbourne,581 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.80467016,144.95839036
581 Flinders Lane Melbourne,581 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.82009807,144.95496588
581 Flinders Street Melbourne,581 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.82119041,144.95538493
